economy,series,Country,Series,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
AUT,NY.GDP.MKTP.CD,Austria,GDP (current US$),39902300703.1682,42791707448.0325,51343861460.328,61809208755.804,73647694287.1848,81737498404.5948,70755997062.3812,70996111962.5716,71838528420.4075,67719055773.3306,69114996009.577,98648254168.5444,123682091858.946,132817124707.456,132584448257.93,165811372382.912,173113449616.971,194314032056.098,189634029338.696,202738023129.743,240094169510.031,235952581232.129,211724812267.448,217068085815.918,216421809125.916,196181599831.287,196477206829.33,212837224022.813,260779834340.097,299210411454.823,313952317330.776,333905979332.481,386760177589.497,429234399096.173,399290118782.429,389827789217.634,428954737064.057,406750487603.59,426580502769.417,438556021078.034,379546097300.633,393687359770.273,414926138132.691,452582294972.775,442983642371.842,434397601557.696,480467037338.783,471773629830.381,511685203845.001,
AUS,NY.GDP.MKTP.CD,Australia,GDP (current US$),97304383449.406,105060616984.856,110352144987.382,118492761338.464,134900602067.477,149987743732.591,176895390688.494,194041708043.694,177267290706.228,193525337525.765,180643265927.279,182481113598.209,189495764955.003,236161314544.153,299875906679.217,311426665219.971,325975319455.531,325525379566.838,312133923552.558,322806641300.588,368166023166.023,401341880620.728,435642611296.586,399674421759.479,389652212056.649,416167815092.908,379629301675.108,395788696012.059,467739079790.332,614659980082.515,695692898676.56,748417562769.636,855007458585.224,1056112427190.38,928762122698.05,1148838233480.72,1398610616772.97,1547532281116.4,1577123329410.88,1468265356427.76,1351296372254.31,1206836962281.84,1325582658156.54,1427809041019.44,1392723834562.64,1328414058378.38,1556735770437.26,1690858246994.43,1728057316695.61,
ATG,NY.GDP.MKTP.CD,Antigua and Barbuda,GDP (current US$),,,77496296.2962963,88033333.3333333,109585185.185185,132440740.740741,149377777.777778,166425925.925926,184848148.148148,212192592.592593,246344444.444444,297537037.037037,346840740.740741,411374074.074074,455148148.148148,478692592.592593,504307407.407407,525103703.703704,565633333.333333,625051851.851852,616014814.814815,679111111.111111,734392592.592593,789762962.962963,835514814.814815,900551851.851852,877514814.814815,897988888.888889,947955555.555555,1026181481.48148,1143714814.81481,1303548148.14815,1487300000.0,1557540740.74074,1386444444.44444,1298255555.55556,1281337037.03704,1327107407.40741,1325425925.92593,1378829629.62963,1437755555.55556,1489692592.59259,1531151851.85185,1661529629.62963,1725351851.85185,1410796296.2963,1601366666.66667,1867733333.33333,2033085185.18518,
ASM,NY.GDP.MKTP.CD,American Samoa,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,512000000.0,524000000.0,509000000.0,500000000.0,493000000.0,518000000.0,560000000.0,675000000.0,573000000.0,570000000.0,640000000.0,638000000.0,643000000.0,673000000.0,671000000.0,612000000.0,639000000.0,647000000.0,721000000.0,750000000.0,871000000.0,,
ARM,NY.GDP.MKTP.CD,Armenia,GDP (current US$),,,,,,,,,,,,,,,,2256863448.77086,2069870129.87013,1272835453.42634,1201312829.27524,1315158636.67553,1468317435.20148,1596968946.23708,1639492444.76152,1893726437.26462,1845482173.02732,1911563668.85006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469511.10191,6384452066.5146,9206301269.79164,11662040713.8753,8647937081.2562,9260285755.62424,10142111824.5835,10619320682.9474,11121464437.0415,11609513246.7958,10553337518.414,10546136235.5219,11527458709.0158,12457940694.7395,13619290539.2116,12641698583.2152,13878908628.9378,19513506553.1251,24085749592.3359,
ARG,NY.GDP.MKTP.CD,Argentina,GDP (current US$),52438647921.9226,51169499892.1722,56781000101.0848,89049453088.3282,69252328951.6441,76961923741.0701,78676842366.5529,84307486836.724,103979106777.911,116915052107.031,88150891728.1064,105872372613.857,108810885301.253,126890235049.092,76629728760.123,141352630146.731,189719984268.485,228778917308.17,236741715015.015,257440000000.0,258031750000.0,272149750000.0,292859000000.0,298948250000.0,283523000000.0,284203750000.0,268696750000.0,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530158122010.442,545982375701.128,552025140252.246,526319673731.638,594749285413.212,557532320662.955,643628393281.364,524819892360.176,447754683615.225,385740508436.965,486564085480.036,632790070063.124,646075277525.125,
ARE,NY.GDP.MKTP.CD,United Arab Emirates,GDP (current US$),14720728248.5355,19213158778.7928,24871775164.6043,23775764224.6832,31225659620.9951,43599160050.3322,49333424135.1131,46622718605.2847,42803323345.1376,41807954235.903,40603650231.5445,33943612094.7971,36384908744.2114,36275674203.2144,41464995913.9199,50701443748.2975,51552165622.4462,54239171887.769,55625170253.337,59305093979.842,65743666575.8649,73571233996.1863,78839008444.5655,75674336283.1858,84445473110.9598,104337372362.151,103311640571.818,109816201497.617,124346358066.712,147824370319.946,180617467964.602,222116541865.214,257916133424.098,315474615738.598,253547358747.447,300189052694.029,360832739558.385,384610125384.033,400218529747.597,414105366758.911,370275469560.166,369255326235.771,390516804016.501,427049432149.345,417989721734.494,349473015336.939,415178792769.884,502731935197.487,514130432653.081,
ARB,NY.GDP.MKTP.CD,Arab World,GDP (current US$),168158579107.572,209993347714.026,242270387233.548,265398240292.281,358111304338.0,486405826789.156,494916415249.258,463080469413.228,437471179607.113,440182151040.526,432868201205.862,405473196669.707,431257668979.748,429382834186.075,457369060523.457,641712235219.388,467952893063.612,467794315237.359,478927019847.844,499880127406.636,528480491435.013,570909722765.544,614596967130.055,598789587273.971,665415371173.92,763411636190.425,744728537853.62,746649261275.272,830076468636.6,987316008401.59,1210020765397.36,1439471041382.97,1674641032780.09,2118071078804.52,1829849574764.63,2155345081625.06,2560993268042.28,2795312711245.16,2858382766060.3,2905651795199.09,2544700996740.79,2500823407237.94,2572203993723.9,2867348492603.59,2899029698316.63,2562783626987.73,2969239218342.03,3609805711776.49,3512421040998.19,
AND,NY.GDP.MKTP.CD,Andorra,GDP (current US$),220112572.205331,227283850.831271,253997897.226968,308020261.164149,411548748.354729,446377776.798001,388983266.199886,375914743.581006,327850042.515872,330073080.637098,346742714.675152,481996012.869071,611299924.540506,721425939.15155,795489582.04491,1028989692.06787,1106891361.53948,1209992020.29543,1007090269.86956,1017544068.8408,1178745282.8678,1224024139.21295,1180645571.8643,1211953994.05714,1240295198.78331,1432606188.69324,1548265808.05802,1764279824.29752,2366941808.94404,2900245324.49221,3161084091.11674,3459337986.88383,3957625367.21959,4102319399.02343,3688976340.7549,3449925738.86069,3629133574.27783,3188652765.36184,3193512950.02419,3271685596.66321,2789881258.50362,2896610479.73077,3000162081.11976,3218419896.9641,3155149347.80639,2891001149.3611,3324647529.381,3380612573.32922,3785067331.7625,
ALB,NY.GDP.MKTP.CD,Albania,GDP (current US$),,,,,,1578102105.26316,1808177156.17716,1861163170.16317,1881412587.41259,1857337995.338,1897050116.55012,2097326250.0,2080796250.0,2051236250.0,2253090000.0,2028553750.0,1099559027.77778,652174990.837304,1185315468.46295,1880950864.41311,2392764853.42107,3199640815.4163,2258513974.0968,2545964540.88383,3212121650.97755,3480355258.04122,3922100793.5403,4348068242.19512,5611496257.14231,7184685781.51876,8052077248.14638,8896075004.63516,10677324852.8822,12881352893.6855,12044205549.6571,11926926615.8015,12890760315.146,12319834195.331,12776224496.9718,13228147516.1168,11386853113.0189,11861199830.8396,13019726211.7369,15379509891.7196,15585105131.0644,15241458744.8688,18032010563.7558,19017242585.7803,23547179830.4413,
AGO,NY.GDP.MKTP.CD,Angola,GDP (current US$),,,,,,5930503400.96263,5550483035.96497,5550483035.96497,5784341596.36339,6131475065.17815,7554065410.121,7072536108.69711,8084412414.26566,8769836768.83482,10201780976.6696,11229515599.3048,10603784541.197,8307810973.58848,5768720421.61367,4438321017.39068,5538749259.94714,7526446605.51712,7648377412.83277,6506229607.29432,6152923310.44546,9129594970.15301,8936079117.73136,15285592370.374,17812704586.4397,23552057679.4994,36970900883.8109,52381025141.4268,65266415494.2584,88538665084.8634,70307196181.6539,83799474069.7315,111789747670.59,128052915766.343,132339109040.232,135966802586.713,90496420506.5957,52761617225.9253,73690154990.7312,79450688259.3664,70897962732.0277,48501561203.5686,66505129987.7235,104399746853.401,84824654481.7249,
AFW,NY.GDP.MKTP.CD,Africa Western and Central,GDP (current US$),57280830631.7763,68386405203.2096,71790392858.7692,78779062952.6865,96682270600.3441,120501289650.444,216910928971.236,195918303003.476,151222588533.416,131218181008.632,137802915726.013,109237001606.148,112294774135.922,111227154872.419,103934371472.964,123711320874.115,129941883767.738,124599331246.066,129732604186.556,134776834335.371,207176966923.154,262600874262.366,275742250432.718,296152427996.975,139468349993.665,142140075688.035,150058483119.277,179390065404.769,207754986627.128,256907774242.77,313327532014.413,398139655913.586,466883688400.501,569321671765.097,509917730290.988,600152668678.288,683888129140.775,739938079289.657,836937363389.634,897415713447.017,771766914345.161,694360980069.456,687849196676.202,770494988148.76,826483769985.129,789801651563.294,849312422223.205,883973910898.854,799105950273.831,
AFG,NY.GDP.MKTP.CD,Afghanistan,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,3521418059.92345,2813571753.87253,3825701438.99963,4520946818.54581,5224896718.67782,6203256538.70967,6971758282.29351,9747886187.39393,10109297047.5432,12416152732.0567,15856668555.8336,17805098206.3141,19907329777.5872,20146416757.5987,20497128555.6972,19134221644.7325,18116572395.0772,18753456497.8159,18053222687.4126,18799444490.1128,19955929052.1496,14259995441.0759,14497243872.1337,17233051620.1117,
AFE,NY.GDP.MKTP.CD,Africa Eastern and Southern,GDP (current US$),95315090874.5604,96025945909.7116,109230767189.887,124109354266.774,142129549067.435,178509359261.97,185163153183.273,178405098013.479,185822573393.842,170100082132.498,149398169631.57,160637695746.53,190274540364.314,207470327239.547,220712471558.904,256512313442.55,276493655917.114,241276314848.928,240096330186.925,243571151197.461,273433178583.626,273531010588.088,288377674812.452,268833477662.21,265429291101.256,287201650974.243,260992227761.932,267815037121.332,355716369350.727,442696185950.818,516661066397.697,580240750094.055,665598700905.863,713502105895.915,715485327512.248,849409658497.578,945439148517.755,952998559818.562,962394917490.248,978708260612.874,898277807343.005,828942805457.755,972998927353.678,1012306000425.25,1009721174054.91,933391782089.617,1085745178850.97,1191423176242.96,1245472471675.95,
ABW,NY.GDP.MKTP.CD,Aruba,GDP (current US$),,,,,,,,,,,,405586592.178771,487709497.206704,596648044.692737,695530726.256983,764804469.273743,872067039.106145,958659217.877095,1083240223.46369,1245810055.86592,1320670391.06145,1379888268.15642,1531843575.41899,1665363128.49162,1722905027.93296,1873452513.96648,1896456983.24022,1961843575.41899,2044111731.84358,2254830726.25698,2360017318.43575,2469782681.56425,2677641340.78212,2843024581.00559,2553793296.08939,2453597206.70391,2637859217.87709,2615208379.88827,2727849720.67039,2790849720.67039,2962907262.56983,2983635195.53073,3092429050.27933,3276184357.5419,3395798882.68156,2481857122.8401,2929446578.25104,3279343543.60416,3648573136.15155,
CSS,SP.POP.TOTL,Caribbean small states,"Population, total",2216264.0,2230099.0,2243168.0,2255006.0,2265603.0,2277343.0,2290222.0,2302968.0,2316087.0,2329434.0,2343204.0,2356746.0,2368654.0,2380540.0,2392809.0,2402741.0,2415594.0,2434849.0,2454690.0,2475465.0,2500748.0,2528256.0,2555837.0,2583369.0,2610521.0,2636455.0,2661520.0,2686785.0,2712281.0,2735189.0,2754974.0,2774985.0,2795667.0,2816379.0,2836793.0,2855621.0,2873088.0,2893251.0,2917125.0,2941203.0,2964524.0,2987438.0,3009507.0,3048465.0,3079149.0,3092577.0,3111609.0,3131505.0,3152394.0,
CRI,SP.POP.TOTL,Costa Rica,"Population, total",2092719.0,2147774.0,2205025.0,2264510.0,2326490.0,2390633.0,2456637.0,2524806.0,2595153.0,2667595.0,2741894.0,2817216.0,2892699.0,2968103.0,3043827.0,3121706.0,3202176.0,3284258.0,3367434.0,3451122.0,3535176.0,3619013.0,3701711.0,3782838.0,3862101.0,3937739.0,4008947.0,4075705.0,4138784.0,4200078.0,4261240.0,4321340.0,4380248.0,4440056.0,4499791.0,4555962.0,4609833.0,4663934.0,4716147.0,4767119.0,4818038.0,4866998.0,4913177.0,4957818.0,4999553.0,5034320.0,5059988.0,5081765.0,5105525.0,
CPV,SP.POP.TOTL,Cabo Verde,"Population, total",305847.0,309455.0,312834.0,316147.0,319480.0,323301.0,327846.0,332724.0,337654.0,342505.0,347365.0,352312.0,357302.0,362329.0,367803.0,375428.0,384586.0,393415.0,401965.0,410228.0,418104.0,425581.0,432798.0,439784.0,446519.0,453317.0,460293.0,467046.0,473383.0,479370.0,485115.0,490728.0,496190.0,501355.0,506141.0,509784.0,511447.0,511955.0,512225.0,512326.0,512394.0,512554.0,512893.0,513415.0,514104.0,514679.0,516649.0,519741.0,522331.0,
COM,SP.POP.TOTL,Comoros,"Population, total",287692.0,297538.0,307579.0,317688.0,327791.0,337721.0,347382.0,357139.0,367233.0,377637.0,388352.0,399318.0,410439.0,421687.0,433103.0,444596.0,455556.0,465113.0,473682.0,482142.0,490586.0,499107.0,507777.0,516597.0,525886.0,536080.0,547220.0,558923.0,569798.0,580704.0,592677.0,604753.0,616927.0,629307.0,641947.0,654836.0,668056.0,681630.0,696192.0,711503.0,726682.0,741741.0,756669.0,771590.0,786578.0,802163.0,818174.0,834188.0,850387.0,
COL,SP.POP.TOTL,Colombia,"Population, total",23344644.0,23858810.0,24393494.0,24950337.0,25515626.0,26104498.0,26713267.0,27338331.0,27988173.0,28642690.0,29268470.0,29879112.0,30499467.0,31130524.0,31776279.0,32440069.0,33098372.0,33760571.0,34441473.0,35127410.0,35804662.0,36462745.0,37121149.0,37792165.0,38454863.0,39089934.0,39709262.0,40324680.0,40937429.0,41543171.0,42128977.0,42691084.0,43235374.0,43758808.0,44271541.0,44777319.0,45259614.0,45715810.0,46151584.0,46565429.0,46969940.0,47437512.0,48131078.0,49024465.0,49907985.0,50629997.0,51188173.0,51737944.0,52321152.0,
COG,SP.POP.TOTL,"Congo, Rep.","Population, total",1627032.0,1667225.0,1707568.0,1748089.0,1788524.0,1828985.0,1869759.0,1910430.0,1950321.0,1999528.0,2059311.0,2120602.0,2183473.0,2247653.0,2313558.0,2380560.0,2449229.0,2519465.0,2595124.0,2673144.0,2749461.0,2826785.0,2887862.0,2952061.0,3032874.0,3151345.0,3272537.0,3350771.0,3445753.0,3565554.0,3696393.0,3837409.0,3980430.0,4113517.0,4281219.0,4462290.0,4609724.0,4740450.0,4857099.0,4975880.0,5097581.0,5222536.0,5351011.0,5483118.0,5616661.0,5752791.0,5892183.0,6035104.0,6182885.0,
COD,SP.POP.TOTL,"Congo, Dem. Rep.","Population, total",23021101.0,23624031.0,24229061.0,24992689.0,25886782.0,26711099.0,27500515.0,28338190.0,29250963.0,30245081.0,31264816.0,32265196.0,33298904.0,34382752.0,35486866.0,36684063.0,37925817.0,39228910.0,40656336.0,42626876.0,44433704.0,45296124.0,46029902.0,47297600.0,48912971.0,50507442.0,52132646.0,53750524.0,55343867.0,56997741.0,58775724.0,60615908.0,62477752.0,64390664.0,66412044.0,68563038.0,70849311.0,73254618.0,75789395.0,78403242.0,81035531.0,83956415.0,87083398.0,90047644.0,92947442.0,95989998.0,99148932.0,102396968.0,105789731.0,
CMR,SP.POP.TOTL,Cameroon,"Population, total",7397120.0,7597962.0,7796501.0,8011921.0,8239641.0,8512219.0,8816377.0,9028678.0,9215397.0,9475078.0,9761730.0,10060342.0,10370749.0,10684968.0,11002745.0,11331821.0,11667180.0,12006353.0,12353131.0,12704903.0,13058516.0,13414757.0,13775214.0,14144860.0,14525140.0,14912631.0,15309490.0,15725528.0,16160340.0,16610487.0,17074594.0,17550407.0,18049896.0,18574056.0,19113974.0,19668066.0,20232304.0,20809529.0,21402376.0,22059893.0,22763414.0,23454161.0,24128601.0,24806383.0,25506095.0,26210558.0,26915758.0,27632771.0,28372687.0,
CIV,SP.POP.TOTL,Cote d'Ivoire,"Population, total",6776297.0,7057958.0,7321950.0,7603130.0,7902267.0,8220714.0,8556596.0,8907936.0,9272744.0,9650516.0,10040483.0,10440917.0,10851475.0,11275189.0,11719771.0,12189778.0,12683870.0,13200310.0,13735951.0,14287201.0,14855565.0,15442312.0,16047170.0,16663948.0,17215935.0,17699004.0,18178913.0,18654771.0,19125542.0,19595000.0,20068458.0,20546802.0,21030558.0,21514439.0,21997940.0,22488065.0,22982000.0,23467078.0,23939775.0,24527395.0,25246342.0,25989405.0,26733372.0,27464173.0,28193009.0,28915449.0,29639736.0,30395002.0,31165654.0,
